tweet,Brand/Product,sentiment,Brand,Hashtags,tweet_Word_Count,Processed_tweet,Original_Sentiment,Token Count
"RT @mention We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid",iPad,Positive,Apple,"['#barrydiller', '#sxsw', '#pnid']",15,"['rt', 'including', 'have', 'emotional', 'thing', 'ipad']",Positive emotion,6
RT @mention We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,iPad,Positive,Apple,"['#iPad2', '#SXSW']",27,"['rt', 'are', 'excited', 'see', 'hl', 'dynamic', 'video', 'ad', 'insertion', 'tv', 'everywhere', 'working', 'later', 'today', 'popup', 'apple', 'store']",Positive emotion,17
RT @mention We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},Uncategorised,Not Positive,Google,['#SXSW'],18,"['rt', 'are', 'gearing', 'interactive', 'trade', 'show', 'are', 'across', 'google']",No emotion toward brand or product,9
RT @mention We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},Uncategorised,Not Positive,Apple,['#sxsw'],26,"['rt', 'are', 'giving', 'away', 'ipad', '2', 'kick', 'time', 'visit', 'fb', 'page', 'more', 'info']",No emotion toward brand or product,13
"RT @mention We can't talk about liquid exp. without talking about the Kindle. Showing examples of web, kindle and iPhone versions. #liquidux #SXSW",Uncategorised,Not Positive,Apple,"['#liquidux', '#SXSW']",23,"['rt', 'cant', 'talk', 'liquid', 'exp', 'without', 'talking', 'kindle', 'showing', 'example', 'web', 'kindle', 'iphone', 'version']",No emotion toward brand or product,14
RT @mention We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win,iPad,Positive,Apple,['#sxsw'],26,"['rt', 'cant', 'wait', 'give', 'ipad', 'someone', 'want', 'head', 'wwwpepjobsupc', 'enter', 'must', 'present', 'win']",Positive emotion,13
RT @mention We have release Android App for Cluster -&gt; {link} #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],12,"['rt', 'have', 'release', 'android', 'app', 'cluster', 'gt']",No emotion toward brand or product,7
RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,Uncategorised,Not Positive,Google,"['#sxsw', '#google', '#circles']",16,"['rt', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news']",No emotion toward brand or product,8
RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles // this is HUGE!,Uncategorised,Not Positive,Google,"['#sxsw', '#google', '#circles']",20,"['rt', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'is', 'huge']",No emotion toward brand or product,10
RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles #socbiz,Uncategorised,Not Positive,Google,"['#sxsw', '#google', '#circles', '#socbiz']",17,"['rt', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news']",No emotion toward brand or product,8
RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,Uncategorised,Not Positive,Google,"['#sxsw', '#google', '#circles']",16,"['rt', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news']",No emotion toward brand or product,8
RT @mention We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link},iPad or iPhone App,Positive,Apple,['#SXSW'],20,"['rt', 'launched', 'ipad', 'app', 'get', 'detail', 'first', 'edition', 'free']",Positive emotion,9
RT @mention We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,Positive,Apple,"['#SXSW', '#music', '#photos', '#videos']",20,"['rt', 'launched', 'spin', 'ipad', 'app', 'ton', 'more', 'whatcha', 'think']",Positive emotion,9
"RT @mention We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.",Apple,Positive,Apple,['#SxSW'],21,"['rt', 'lose', 'hour', 'tonight', 'attendee', 'blame', 'microsoft', 'apple', 'get', 'credit', 'fixing', 'it', 'christmas']",Positive emotion,13
"RT @mention We lose hour 2nite. #SxSW attendees will blame Microsoft, Apple will get credit 4 fixing it b4 Christmas.",Apple,Positive,Apple,['#SxSW'],20,"['rt', 'lose', 'hour', '2nite', 'attendee', 'blame', 'microsoft', 'apple', 'get', 'credit', '4', 'fixing', 'it', 'b4', 'christmas']",Positive emotion,15
"RT @mention We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Uncategorised,Not Positive,Google,['#sxsw'],23,"['rt', 'connect', 'it', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",No emotion toward brand or product,14
RT @mention We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,Positive,Google,"['#teamandroidsxsw', '#sxsw']",16,"['rt', 'were', 'lustre', 'pearl', 'cause', 'love', 'android', 'geek']",Positive emotion,8
RT @mention We're at the Lustre Pearl getting ready for our presentation at the Team Android Awards #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],18,"['rt', 'were', 'lustre', 'pearl', 'getting', 'ready', 'presentation', 'team', 'android', 'award']",No emotion toward brand or product,10
RT @mention We're co-hosting a cmty mngr meetup w/ @mention @mention @mention at Etsy Austin space on 6th. 6-8p. Google schwag. Come! #sxsw,Google,Positive,Google,['#sxsw'],23,"['rt', 'were', 'cohosting', 'cmty', 'mngr', 'meetup', 'w', 'etsy', 'austin', 'space', '6th', '68p', 'google', 'schwag', 'come']",Positive emotion,15
RT @mention We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},Android App,Positive,Google,['#sxsw'],24,"['rt', 'were', 'excited', 'giddy', 'announce', 'music', 'withme', 'android', 'is', 'now', 'available', 'android', 'market']",Positive emotion,13
RT @mention We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],25,"['rt', 'were', 'experimenting', 'tinkering', 'again', 'like', 'ninety', 'quotbest', 'viewed', 'ipad', 'is', 'new', 'best', 'viewed', 'internet', 'explorer', '6quot']",No emotion toward brand or product,17
"RT @mention We're giving away a shiny iPad 2 at SXSW Quotables, simply sign up to be entered automatically! &gt;&gt; {link}  #ipad2 #sxsw",Uncategorised,Not Positive,Apple,"['#ipad2', '#sxsw']",23,"['rt', 'were', 'giving', 'away', 'shiny', 'ipad', '2', 'sxsw', 'quotables', 'simply', 'sign', 'entered', 'automatically', 'gtgt']",No emotion toward brand or product,14
RT @mention We're not launching any products @mention #SXSW. We're doing plenty else. Join us 4 #H4ckers &amp; 80s dancing 2day {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",22,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'join', 'u', '4', 'amp', '80', 'dancing', '2day']",No emotion toward brand or product,15
RT @mention We're not launching any products at #SXSW but ....Join us for #H4ckers &amp; 80s dancing today {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",19,"['rt', 'were', 'not', 'launching', 'product', 'join', 'u', 'amp', '80', 'dancing', 'today']",No emotion toward brand or product,11
RT @mention We're not launching any products at #SXSW but doing plenty else. Join us for #H4ckers today {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",19,"['rt', 'were', 'not', 'launching', 'product', 'plenty', 'else', 'join', 'u', 'today']",No emotion toward brand or product,10
RT @mention We're not launching any products at #SXSW but we're doing plenty else. [...] {link},Uncategorised,Not Positive,Uncategorized,['#SXSW'],16,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else']",No emotion toward brand or product,8
RT @mention We're not launching any products at #SXSW but we're doing plenty else. [...]//Pensei que iriam lanÌ¤ar o Google Circles,Uncategorised,Not Positive,Google,['#SXSW'],21,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'pensei', 'que', 'iriam', 'lanì¤ar', 'google', 'circle']",No emotion toward brand or product,14
RT @mention We're not launching any products at #SXSW but we're doing plenty else. {link} &lt;&lt; no circles or new apps ftrs?,Uncategorised,Not Positive,Uncategorized,['#SXSW'],22,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'ltlt', 'no', 'circle', 'new', 'apps', 'ftrs']",No emotion toward brand or product,14
RT @mention We're not launching any products at #SXSW but we're doing plenty else. {link} #googlecircle,Uncategorised,Not Positive,Google,"['#SXSW', '#googlecircle']",16,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else']",No emotion toward brand or product,8
RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us 4 #H4ckers &amp; 80s dancing {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",22,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'join', 'u', '4', 'amp', '80', 'dancing']",No emotion toward brand or product,14
RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us for #H4ckers &amp; 80s dan... {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",22,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'join', 'u', 'amp', '80', 'dan']",No emotion toward brand or product,13
RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us for #H4ckers &amp; 80s dancing {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",22,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'join', 'u', 'amp', '80', 'dancing']",No emotion toward brand or product,13
RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us for #H4ckers &amp; 80s dancing today {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",23,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'join', 'u', 'amp', '80', 'dancing', 'today']",No emotion toward brand or product,14
RT @mention We're not launching any products at #SXSW but we're doing plenty else... {link} cc. @mention,Uncategorised,Not Positive,Uncategorized,['#SXSW'],17,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'cc']",No emotion toward brand or product,9
RT @mention We're not launching any products at #SXSW we're doing plenty else. Join us for #H4ckers &amp; 80s dancing {link},Uncategorised,Not Positive,Uncategorized,"['#SXSW', '#H4ckers']",21,"['rt', 'were', 'not', 'launching', 'product', 'were', 'plenty', 'else', 'join', 'u', 'amp', '80', 'dancing']",No emotion toward brand or product,13
"RT @mention We're officially at #SXSW! Come by the @mention Grill, mention us w/ #zazzlsxsw and youÛªll get to make your own iPhone case!",Uncategorised,Not Positive,Apple,"['#SXSW', '#zazzlsxsw']",24,"['rt', 'were', 'officially', 'come', 'grill', 'mention', 'u', 'w', 'you\x89ûªll', 'get', 'make', 'iphone', 'case']",No emotion toward brand or product,13
RT @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,Uncategorised,Positive,Apple,['#sxsw'],17,"['rt', 'were', 'wondering', 'many', 'come', 'back', 'ipad', '2', 'maybe', 'everyone']",Positive emotion,10
TR @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone? {link},Uncategorised,Not Positive,Apple,['#sxsw'],18,"['tr', 'were', 'wondering', 'many', 'come', 'back', 'ipad', '2', 'maybe', 'everyone']",No emotion toward brand or product,10
RT @mention We've got some exciting things that we'll be showing off at #SXSW this year: including drag and drop store management on your iPhone,iPhone,Positive,Apple,['#SXSW'],25,"['rt', 'weve', 'got', 'exciting', 'thing', 'well', 'showing', 'year', 'including', 'drag', 'drop', 'store', 'management', 'iphone']",Positive emotion,14
"RT @mention Weather changed today at #sxsw, get exclusive weather updates from KXAN Austin's Jim Spencer on @mention {link}",Uncategorised,Not Positive,Uncategorized,['#sxsw'],19,"['rt', 'weather', 'changed', 'today', 'get', 'exclusive', 'weather', 'update', 'kxan', 'austin', 'jim', 'spencer']",No emotion toward brand or product,12
"RT @mention Web Developers: If you havenÛªt tried New Relic, sign up during #SXSW and enter to win an iPad 2! Come by booth 13 {link}",iPad,Positive,Apple,['#SXSW'],26,"['rt', 'web', 'developer', 'haven\x89ûªt', 'tried', 'new', 'relic', 'sign', 'enter', 'win', 'ipad', '2', 'come', 'booth', '13']",Positive emotion,15
"RT @mention Well hello, #SXSW! Here's a free @mention sampler, to celebrate the festival this year, including Barton Hollow: {link}",Uncategorised,Not Positive,Uncategorized,['#SXSW'],20,"['rt', 'well', 'hello', 'here', 'free', 'sampler', 'celebrate', 'festival', 'year', 'including', 'barton', 'hollow']",No emotion toward brand or product,12
"RT @mention Well hello, #SXSW! Here's a free iTunes sampler, to celebrate the festival this year: {link}",Uncategorised,Not Positive,Uncategorized,['#SXSW'],17,"['rt', 'well', 'hello', 'here', 'free', 'itunes', 'sampler', 'celebrate', 'festival', 'year']",No emotion toward brand or product,10
RT @mention Well. Forget the #NFL #lockout right now. Gonna focus on getting my shinmy new iPad here in 40min #SXSW. Apple makes me happy. NFL does not,iPad,Positive,Apple,"['#NFL', '#lockout', '#SXSW']",28,"['rt', 'well', 'forget', 'right', 'now', 'gon', 'na', 'focus', 'getting', 'shinmy', 'new', 'ipad', '40min', 'apple', 'make', 'happy', 'nfl', 'not']",Positive emotion,18
RT @mention Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,iPad,Positive,Apple,"['#iPad', '#Apple', '#SXSW', '#sleepy']",15,"['rt', 'well', 'im', 'first', 'line', '105', 'hour', 'go']",Positive emotion,8
"RT @mention What Digital Tribes can Learn from Native Americans #DgtlTribe #SXSW Oh, and you can Win an iPad too... 11am at the Hyatt.",Uncategorised,Not Positive,Apple,"['#DgtlTribe', '#SXSW']",24,"['rt', 'digital', 'tribe', 'can', 'learn', 'native', 'american', 'oh', 'can', 'win', 'ipad', '11am', 'hyatt']",No emotion toward brand or product,13
RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},Uncategorised,Not Positive,Apple,['#sxsw'],17,"['rt', 'apple', 'security', 'guy', 'lock', 'store']",No emotion toward brand or product,6
RT @mention WhatÛªs new with Blogger {link} #blogging #blogger #google #sxsw,Uncategorised,Not Positive,Google,"['#blogging', '#blogger', '#google', '#sxsw']",11,"['rt', 'what\x89ûªs', 'new', 'blogger']",No emotion toward brand or product,4
"RT @mention When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi",iPad,Positive,Apple,"['#sxsw', '#sxswi']",26,"['rt', 'bored', 'keynote', 'use', 'ipad', 'draw', 'picture', 'even', 'are', 'not', 'good', 'artist']",Positive emotion,12
"RT @mention When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",Google,Positive,Google,['#sxsw'],23,"['rt', 'brand', 'focus', 'purpose', 'not', 'object', 'survive', 'amp', 'succeed', 'google', 'not', 'search', 'useful', 'info', 'nike', 'not', 'sneaker', 'performance']",Positive emotion,18
RT @mention When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,Google,Positive,Google,"['#qagb', '#sxsw']",23,"['rt', 'google', 'were', 'talking', 'quottopicality', 'reputationquot', 'search', 'ranking', 'im', 'sure', 'saw', 'bing', 'writing', 'note']",Positive emotion,14
RT @mention When is someone going to ask why Bing is copying Google's search results? #qagb #SXSW #SEO,Uncategorised,Not Positive,Google,"['#qagb', '#SXSW', '#SEO']",18,"['rt', 'is', 'someone', 'going', 'ask', 'bing', 'is', 'copying', 'google', 'search', 'result']",No emotion toward brand or product,11
RT @mention When will Google Circles launch? {link} &quot;May have good timing given Twitter? #sxsw,Uncategorised,Not Positive,Google,['#sxsw'],15,"['rt', 'google', 'circle', 'launch', 'quotmay', 'have', 'good', 'timing', 'given', 'twitter']",No emotion toward brand or product,10
RT @mention Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,Positive,Apple,['#sxsw'],19,"['rt', 'smartphone', 'rule', 'definitely', 'iphone', '4', '96', 'apple', 'smartphone', 'ive', 'eyeballed', 'are', 'ip4']",Positive emotion,13
RT @mention Who is flying to #SXSW and wants some @mention free miles! DM me..i'll shoot you a code. (currently iPhone only),Uncategorised,Not Positive,Apple,['#SXSW'],22,"['rt', 'is', 'flying', 'want', 'free', 'mile', 'dm', 'meill', 'shoot', 'code', 'currently', 'iphone']",No emotion toward brand or product,12
"RT @mention Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @lepanele
{link}",Uncategorised,Not Positive,Apple,['#SXSW'],14,"['rt', 'said', 'ipad', 'photo', 'apple', 'store']",No emotion toward brand or product,6
RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,Other Google product or service,Not Positive,Google,"['#socialviewing', '#sxsw']",23,"['rt', 'us', 'google', 'tv', 'room', 'nobody', 'raise', 'hand', 'packed', 'room', 'session']",Negative emotion,11
RT @mention Whoa. Hang on. I just saw someone without an iPhone!! #SXSW,iPhone,Positive,Apple,['#SXSW'],13,"['rt', 'whoa', 'hang', 'saw', 'someone', 'without', 'iphone']",Positive emotion,7
RT @mention Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},Uncategorised,Not Positive,Apple,['#SXSW'],21,"['rt', 'whrrl', 'girl', 'handing', 'chance', 'win', '2', 'audi', 'car', 'come', 'find', 'u', 'apple', 'store', 'sxsw']",No emotion toward brand or product,15
RT @mention Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mentionW,Uncategorised,Not Positive,Apple,['#SXSW'],16,"['rt', 'barry', 'diller', 'think', 'ipad', 'content', 'is', 'nut']",No emotion toward brand or product,8
RT @mention Will Google Announce Its Own Facebook Clone? - Will #SXSW include an announcement of a product now code... {link},Uncategorised,Not Positive,Google,['#SXSW'],21,"['rt', 'google', 'announce', 'facebook', 'clone', 'include', 'announcement', 'product', 'now', 'code']",No emotion toward brand or product,10
RT @mention Will Google Circles take on Facebook?  {link} #circles #sxsw,Uncategorised,Not Positive,Google,"['#circles', '#sxsw']",11,"['rt', 'google', 'circle', 'take', 'facebook']",No emotion toward brand or product,5
RT @mention Will Google Circles take on Facebook. {link} #circles #sxsw,Uncategorised,Not Positive,Google,"['#circles', '#sxsw']",11,"['rt', 'google', 'circle', 'take', 'facebook']",No emotion toward brand or product,5
RT @mention Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,Uncategorised,Not Positive,Google,"['#SXSW', '#Circles', '#Google']",20,"['rt', 'google', 'launch', 'new', 'social', 'network', 'called', 'circle', 'south', 'southwest', 'today']",No emotion toward brand or product,11
RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link},Uncategorised,Not Positive,Google,['#SXSW'],17,"['rt', 'google', 'preview', 'major', 'new', 'social', 'service', 'called', 'google', 'circle', 'today']",No emotion toward brand or product,11
RT @mention Will Google preview a major new social service called Google Circles today at #SXSW {link} cc. @mention,Uncategorised,Not Positive,Google,['#SXSW'],19,"['rt', 'google', 'preview', 'major', 'new', 'social', 'service', 'called', 'google', 'circle', 'today', 'cc']",No emotion toward brand or product,12
RT @mention Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,Uncategorised,Not Positive,Google,"['#Google', '#Facebook', '#Twitter', '#SXSW']",18,"['rt', 'google', 'reveal', 'new', 'social', 'network', 'called', 'circle', 'via']",No emotion toward brand or product,9
"RT @mention Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Uncategorised,Not Positive,Contains Both,['#SXSW'],23,"['rt', 'overload', 'info', 'delivered', 'google', 'kill', 'discovery', 'google', 'say', 'ppl', 'wont', 'lose', 'curiosity', 'wonderwe', 'need', 'serendipity']",Negative emotion,16
RT @mention Will we see Google's new Social Network &quot;Circles&quot; today? {link} #SxSW #SxSWi,Uncategorised,Not Positive,Google,"['#SxSW', '#SxSWi']",14,"['rt', 'see', 'google', 'new', 'social', 'network', 'quotcirclesquot', 'today']",No emotion toward brand or product,8
"RT @mention William Patry, google, says most authors dont care about copyright, they care about income. #sxsw but what models?",Uncategorised,Not Positive,Google,['#sxsw'],20,"['rt', 'william', 'patry', 'google', 'say', 'most', 'author', 'dont', 'care', 'copyright', 'care', 'income', 'model']",No emotion toward brand or product,13
RT @mention Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,Positive,Google,"['#sony', '#android', '#SXSW']",16,"['rt', 'win', 'xperia', 'play', 'phone', 'tuesday', '315', 'detail']",Positive emotion,8
RT @mention Win an #iPad 2! Come meet Aquent Talent Agents and drop your name in at #SXSW Booth 1413 {link},iPad,Positive,Apple,"['#iPad', '#SXSW']",21,"['rt', 'win', '2', 'come', 'meet', 'aquent', 'talent', 'agent', 'drop', 'name', 'booth', '1413']",Positive emotion,12
RT @mention Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz,Uncategorised,Not Positive,Apple,"['#sxsw', '#suasxsw', '#sxswaccel', '#ceokidschat', '#entrepreneur', '#smallbiz']",21,"['rt', 'win', 'ipad', '2', 'bizgym', 'video', 'clipcon', 'see', 'intro', 'reel']",No emotion toward brand or product,10
RT @mention Win an iPad 2 at SXSW via @mention ! #sxsw {link},Uncategorised,Not Positive,Apple,['#sxsw'],13,"['rt', 'win', 'ipad', '2', 'sxsw', 'via']",No emotion toward brand or product,6
RT @mention Win an iPad2 by signing up here: {link} #sxsw #wantlet,Uncategorised,Not Positive,Apple,"['#sxsw', '#wantlet']",12,"['rt', 'win', 'ipad2', 'signing']",No emotion toward brand or product,4
RT @mention Win free ipad 2 from webdoc.com #sxsw RT,Uncategorised,Not Positive,Apple,['#sxsw'],10,"['rt', 'win', 'free', 'ipad', '2', 'rt']",No emotion toward brand or product,6
RT @mention Win free iPad 2 from webdoc.com #sxsw RT,Uncategorised,Not Positive,Apple,['#sxsw'],10,"['rt', 'win', 'free', 'ipad', '2', 'rt']",No emotion toward brand or product,6
"RT @mention Win iPad here: RT @mention What #DgtlTribe can Learn from Native Amer TX Ballroom 5-7, 11:00am {link} #sxsw",Uncategorised,Not Positive,Apple,"['#DgtlTribe', '#sxsw']",20,"['rt', 'win', 'ipad', 'rt', 'can', 'learn', 'native', 'amer', 'tx', 'ballroom', '57', '1100am']",No emotion toward brand or product,12
RT @mention Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,Positive,Apple,['#SXSW'],23,"['rt', 'win', 'awesome', 'ipad', 'quibids', 'custom', 'case', 'catch', 'wearing', 'openbeta', 'vip', 'badge']",Positive emotion,12
RT @mention Wish you went to #sxsw? We got you covered! Day 1 Recap {link} from Coyne's @mention and @mention,Uncategorised,Not Positive,Uncategorized,['#sxsw'],20,"['rt', 'wish', 'went', 'got', 'covered', 'day', '1', 'recap', 'coynes']",No emotion toward brand or product,9
"RT @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",Other Google product or service,Positive,Google,"['#maps', '#sxsw']",22,"['rt', '150', 'million', 'mobile', 'user', 'google', 'map', '40', 'google', 'map', 'usage', 'is', 'mobile', 'device']",Positive emotion,14
"RT @mention With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",Uncategorised,Not Positive,Apple,"['#SxSWNUI', '#gsdm', '#sxsw']",17,"['rt', 'xwave', 'headset', 'can', 'actually', 'control', 'iphone', 'apps', 'brain']",No emotion toward brand or product,9
"RT @mention Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite",iPad,Positive,Apple,"['#sxsw', '#poursite']",24,"['rt', 'within', 'hour', 'buying', 'ipad', 'glenda', 'watson', 'hyatt', 'cerebral', 'palsy', 'wa', 'able', 'communicate', 'stranger', 'public']",Positive emotion,15
RT @mention Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention What do YOU think?,Uncategorised,Not Positive,Apple,['#sxsw'],21,"['rt', 'woah', 'dude', 'get', 'branded', 'tattoo', 'exchange', 'ipad', 'no', 'really', 'think']",No emotion toward brand or product,11
RT @mention woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!,Google,Positive,Google,['#sxsw'],18,"['rt', 'woah', 'expect', 'google', 'circle', 'today', 'google', 'league', 'extraordinary', 'hacker', 'event', 'today', 'big']",Positive emotion,13
RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,iPhone,Positive,Apple,['#SXSW'],20,"['rt', 'woke', 'sandwiched', 'between', 'iphone', 'ipad', 'forgot', 'much', 'wa', 'like', 'geek', 'spring', 'break']",Positive emotion,13
"RT @mention Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",Uncategorised,Not Positive,Apple,['#sxsw'],23,"['rt', 'woman', 'lobby', 'quottheres', 'website', 'called', 'like', 'stupid', 'iphone', 'speller', 'ppl', 'taking', 'pic', 'funny', 'autocorrected', 'wordsquot']",Negative emotion,16
RT @mention Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,iPad,Positive,Apple,['#sxsw'],27,"['rt', '2nd', 'place', 'fandango', 'karaoke', '1st', 'prize', 'wa', '1', 'yr', 'fandango', 'tkts', 'useless', 'canada', '2nd', 'prize', 'is', 'more', 'useful', 'ipad']",Positive emotion,20
RT @mention Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link},Uncategorised,Not Positive,Apple,['#SXSW'],21,"['rt', 'wonder', 'many', 'ipads', 'theyll', 'sell', 'tomorrow', 'rt', 'apple', 'opening', 'pop', 'store']",No emotion toward brand or product,12
RT @mention Wonder how many iPads they'll sell there? RT @mention Opening a Pop Up Store at #SXSW {link},Uncategorised,Not Positive,Apple,['#SXSW'],19,"['rt', 'wonder', 'many', 'ipads', 'theyll', 'sell', 'rt', 'opening', 'pop', 'store']",No emotion toward brand or product,10
RT @mention Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW,Other Google product or service,Positive,Google,"['#impactdashboard', '#bavcid', '#SXSW']",17,"['rt', 'wonder', 'google', 'demoed', 'now', 'become', 'part', 'google', 'analytics']",Positive emotion,9
RT @mention Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,Uncategorised,Not Positive,Google,"['#sxsw', '#austin']",19,"['rt', 'wondering', 'street', 'closure', 'sxsw', 'made', 'google', 'map', 'show']",No emotion toward brand or product,9
RT @mention Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il,iPhone,Positive,Apple,"['#sxsw', '#il']",14,"['rt', 'woo', 'hoo', 'is', 'finally', 'back', 'iphone']",Positive emotion,7
RT @mention Woohoo! RT @mention The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW,Uncategorised,Not Positive,Apple,['#SXSW'],20,"['rt', 'woohoo', 'rt', 'go', 'game', 'launch', 'doityourself', 'iphone', 'scavenger', 'hunt', 'via', 'see']",No emotion toward brand or product,12
"RT @mention Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}",iPad or iPhone App,Positive,Apple,['#sxsw'],25,"['rt', 'wooooo', 'did', 'mention', 'released', 'discovr', 'iphone', 'now', 'time', 'new', 'feature']",Positive emotion,11
